// Gerado por `qualis coletar-eventos`. Edite à mão se precisar:
// linhas iniciadas por // são ignoradas, e a coluna h5 vence.
// h5_fonte=scholar é o dado que o Documento de Área manda usar;
// h5_fonte=sbc-2024 é a coluna da planilha da SBC, que está
// desatualizada e serve só como referência.
// ambiguo=1: o Scholar tem mais de uma entrada para o evento,
// com h5 diferentes; ficamos com o maior. Confira esses casos.
// anos_tradicao fica vazio: não há fonte verificável em massa.
sigla,nome,h5,ce_sbc,anos_tradicao,segue_gt_capes,h5_fonte,h5_sbc,ambiguo,ces,entradas_scholar
OpenSym,International Symposium on Open Collaboration,,top20,,1,nenhum,11,0,CE-ES|CE-SC,
OPODIS,International Conference on Principles of Distributed Systems,19,top20,,1,scholar,18,0,CE-RESD|CE-TF,International Conference On Principles Of DIstributed Systems (h5=19)
OSDI,USENIX Symposium on Operating Systems Design and Implementation,68,relevante,,1,scholar,55,0,CE-RESD|CE-TF,Symposium on Operating Systems Design and Implementation (OSDI) (h5=68)
OSS,International Conference on Open Source Systems,12,relevante,,1,scholar,12,0,CE-ES,International Conference on Open Source Systems and Technologies (h5=12)
OzCHI,Australasian Computer-Human Interaction Conference,,top20,,1,nenhum,18,0,CE-IHC,
PACBB,International Conference on Practical Applications of Computational Biology & Bioinformatics,,top10,,1,nenhum,9,0,CE-BioComp,
PacificVis,IEEE Pacific Visualization Symposium,19,top10,,1,scholar,19,0,CE-GRAPI|CE-RV,IEEE Pacific Visualization Symposium (h5=19)
PACIS,Pacific Asia Conference on Information Systems,52,relevante,,1,scholar,24,1,CE-SI,Information Systems (h5=52) || Pacific Asia Conference on Information Systems (PACIS) (h5=25)
PACT,International Conference on Parallel Computing Technologies,7,relevante,,1,scholar,12,0,CE-ACPAD,"Parallel and Distributed Computing, Applications and Technologies (h5=7)"
PACTT,International Conference on Parallel Architectures and Compilation Techniques,22,top20,,1,scholar,21,0,CE-ACPAD,International Conference on Parallel Architectures and Compilation Techniques (PACT) (h5=22)
PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD),124,top20,,1,scholar,30,1,CE-BD|CE-IA|CE-IC,ACM SIGKDD Conference on Knowledge Discovery and Data Mining (h5=124) || Data Mining and Knowledge Discovery (h5=51) || Pacific-Asia Conference on Knowledge Discovery and Data Mining (PAKDD) (h5=33)
PAM,Passive and Active Network Measurement Conference,21,relevante,,1,scholar,20,0,CE-RESD,International Conference on Passive and Active Network Measurement (h5=21)
PATMOS,"International Workshop on Power and Timing Modeling, Optimization and Simulation",,relevante,,1,nenhum,,0,CE-CCI,
PDC,Participatory Design Conference,23,top20,,1,scholar,19,0,CE-IHC,Participatory Design Conference (h5=23)
PDCAT,"International Conference on Parallel and Distributed Computing, Applications and Technologies",7,relevante,,1,scholar,10,0,CE-ACPAD,"Parallel and Distributed Computing, Applications and Technologies (h5=7)"
PDES,IFAC International Conference on Programmable Devices and Embedded Systems,,relevante,,1,nenhum,,0,CE-ESC,
PDP,"Euromicro International Conference on Parallel, Distributed and Network-Based Processing",15,top20,,1,scholar,16,0,CE-ACPAD|CE-RESD,"Euromicro International Conference on Parallel, Distributed and Network-Based Processing (h5=15)"
PE-WASUM,"ACM International Symposium on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks",,relevante,,1,nenhum,,0,CE-RESD,
PECCS,Pervasive and Embedded Computing and Communication Systems,,relevante,,1,nenhum,7,0,CE-ESC,
PERCOM,International Conference on Pervasive Computing and Communications,28,relevante,,1,scholar,26,1,CE-RESD,IEEE International Conference on Pervasive Computing and Communications Workshops (PERCOM Workshops) (h5=28) || IEEE International Conference on Pervasive Computing and Communications (PerCom) (h5=26) || International Journal of Pervasive Computing and Communications (h5=24)
PerCom Workshops,IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events,28,relevante,,1,scholar,29,0,CE-RESD,IEEE International Conference on Pervasive Computing and Communications Workshops (PERCOM Workshops) (h5=28)
PervasiveHealth,International Conference on Pervasive Computing Technologies for Healthcare,14,top10,,1,scholar,18,0,CE-CAS,EAI International Conference on Pervasive Computing Technologies for Healthcare (h5=14)
PETRA,ACM International Conference on PErvasive Technologies Related to Assistive Environments,24,relevante,,1,scholar,11,0,CE-IHC,International Conference on Pervasive Technologies Related to Assistive Environments (h5=24)
PETS,Proceedings on Privacy Enhancing Technologies,56,top20,,1,scholar,12,0,CE-SEG,Proceedings on Privacy Enhancing Technologies (h5=56)
PG,Pacific Conference on Computer Graphics and Applications,27,top20,,1,scholar,,0,CE-GRAPI,IEEE Computer Graphics and Applications (h5=27)
PGM,International Conference on Probabilistic Graphical Models,,relevante,,1,nenhum,13,0,CE-IA,
PIMRC,"International Symposium on Personal, Indoor and Mobile Radio Communications",28,top20,,1,scholar,30,0,CE-RESD,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications (h5=28)"
PKC,International Conference on Practice and Theory in Public Key Cryptography,37,top20,,1,scholar,35,0,CE-SEG,International Conference on Practice and Theory in Public Key Cryptography (h5=37)
PLATIAL,International Symposium on Platial Information Science,,relevante,,1,nenhum,4,0,CE-Geoinformática,
PLDI,SIGPLAN Conference on Programming Language Design and Implementation,51,top10,,1,scholar,51,0,CE-LP,ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI) (h5=51)
PLOP,Conference on Pattern Languages of Programs,14,relevante,,1,scholar,12,0,CE-ES,European Conference on Pattern Languages of Programs (h5=14)
PODC,ACM Symposium on Principles of Distributed Computing,30,top10,,1,scholar,30,0,CE-RESD|CE-TF,ACM Symposium on Principles of Distributed Computing (PODC) (h5=30)
PODS,Symposium on Principles of Database Systems,22,top10,,1,scholar,24,0,CE-BD,ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems (h5=22)
PoEM,IFIP WG 8.1 Working Conference on the Practice of Enterprise Modelling,,relevante,,1,nenhum,12,0,CE-SI,
POPL,Symposium on Principles of Programming Languages,,top10,,1,nenhum,45,0,CE-LP,
PP,SIAM Conference on Parallel Processing for Scientific Computing,,relevante,,1,nenhum,,0,CE-ACPAD,
PPAM,International Conference on Parallel Processing and Applied Mathematics,5,relevante,,1,scholar,10,0,CE-ACPAD,International Conference on Parallel Processing and Applied Mathematics (PPAM) (h5=5)
PPDP,International  Symposium on Principles and Practice of Declarative Programming,,top20,,1,nenhum,10,0,CE-LP,
PPOPP,ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming,34,top10,,1,scholar,33,0,CE-ACPAD|CE-LP,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming (PPOPP) (h5=34)
PRDC,Pacific Rim International Symposium on Dependable Computing,14,top20,,1,scholar,13,0,CE-TF,Pacific Rim International Symposium on Dependable Computing (h5=14)
PredictGIS,International Workshop on Prediction of Human Mobility,,relevante,,1,nenhum,,0,CE-Geoinformática,
PROFES,International Conference on Product-Focused Software Process Improvement,16,top20,,1,scholar,18,0,CE-ES,Product Focused Software Process Improvement (PROFES) (h5=16)
PROMISE,International Conference on Predictive Models in Software Engineering,,top20,,1,nenhum,8,0,CE-ES,
PROPOR,International Conference on Computational Processing of the Portuguese Language,13,top10,,1,scholar,9,0,CE-IA|CE-PLN|CE-SI,International Conference on Computational Processing of the Portuguese Language (h5=13)
PSB,Pacific Symposium on Biocomputing,24,top10,,1,scholar,22,0,CE-BioComp,Pacific Symposium on Biocomputing (h5=24)
PST,"Conference on Privacy, Security and Trust",14,relevante,,1,scholar,15,0,CE-SEG,"Conference on Privacy, Security and Trust (h5=14)"
Q2SWinet,ACM Symposium on QoS and Security for Wireless and Mobile Networks,,relevante,,1,nenhum,,0,CE-RESD,
QoMEX,International Workshop on Quality of Multimedia Experience,24,top20,,1,scholar,24,0,CE-RV|CE-WEBMEDIA,International Workshop on Quality of Multimedia Experience (h5=24)
QRS,"IEEE International Conference on Software Quality, Reliability, and Security",25,relevante,,1,scholar,23,0,CE-ES,"IEEE International Conference on Software Quality, Reliability, and Security Companion (h5=25)"
QUATIC,International Conference on Quality of Information and Communications Technology,16,relevante,,1,scholar,14,0,CE-ES,International Conference on the Quality of Information and Communications Technology (h5=16)
RADECS,European Conference on Radiation and Its Effects on Components and Systems,7,relevante,,1,scholar,6,0,CE-CCI,European Conference on Radiation and Its Effects on Components and Systems (h5=7)
RAHA,IEEE Internacional Conference on Robotics and Automation for Humanitarian Applications,,relevante,,1,nenhum,,0,CE-R,
RAID,"International Symposium on Research in Attacks, Intrusions, and Defenses",28,relevante,,1,scholar,28,0,CE-SEG,"International Symposium on Research in Attacks, Intrusions, and Defenses (h5=28)"
RANLP,International Conference on Recent Advances in Natural Language Processing,23,top20,,1,scholar,25,0,CE-PLN,Recent Advances in Natural Language Processing (RANLP) (h5=23)
RCAR,IEEE International Conference on Real-time Computing and Robotics,14,relevante,,1,scholar,14,0,CE-ESC|CE-R,IEEE International Conference on Real-time Computing and Robotics (h5=14)
RCIS,International Conference on Research Challenges in Information Science,18,relevante,,1,scholar,18,0,CE-ES|CE-SI,International Conference on Research Challenges in Information Science (h5=18)
RE,IEEE International Requirements Engineering Conference,32,relevante,,1,scholar,32,0,CE-ES,IEEE International Requirements Engineering Conference (h5=32)
REBLS,Workshop on Reactive and Event-Based Languages and Systems,,relevante,,1,nenhum,5,0,CE-LP,
RECOMB,International Conference on Research in Computational Molecular Biology,21,top10,,1,scholar,23,0,CE-BioComp,International Conference on Research in Computational Molecular Biology (h5=21)
RECONFIG,International Conference on Reconfigurable Computing and FPGAs,,relevante,,1,nenhum,,0,CE-CCI,
RECOSOC,International Symposium on Reconfigurable Communication-centric Systems-on-Chip,,relevante,,1,nenhum,11,0,CE-ACPAD|CE-CCI|CE-ESC,
RecSys,ACM Conference on Recommender Systems,57,top10,,1,scholar,53,0,CE-BD|CE-IA|CE-IC|CE-IHC|CE-SI|CE-WEBMEDIA,ACM Conference on Recommender Systems (h5=57)
REFSQ,International Working Conference on Requirements Engineering: Foundations for Software Quality,,relevante,,1,nenhum,20,0,CE-ES,
RITA,International Conference on Robot Intelligence Technology and Applications,5,relevante,,1,scholar,8,0,CE-R,Rita: Revista Indexada de Textos Académicos (h5=5)
RO-MAN,IEEE International Symposium on Robot and Human Interactive Communication,34,top10,,1,scholar,27,0,CE-IHC|CE-R,IEEE International Symposium on Robot and Human Interactive Communication (h5=34)
ROBIO,IEEE International Conference on Robotics and Biomimetics,14,top20,,1,scholar,18,0,CE-R,IEEE International Conference on Robotics and Biomimetics (h5=14)
ROBOCUP,RoboCup - Robocup International Symposium,9,top20,,1,scholar,15,0,CE-R,RoboCup International Symposium (h5=9)
RoboSoft,IEEE International Conference on Soft Robotics,61,relevante,,1,scholar,,1,CE-R,Soft Robotics (h5=61) || IEEE International Conference on Soft Robotics (h5=29)
ROBOT,Iberian Robotics Conference,8,relevante,,1,scholar,13,0,CE-R,Iberian Robotics Conference (h5=8)
RoMoCo,International Workshop on Robot Motion and Control,,relevante,,1,nenhum,11,0,CE-R,
ROSE,IEEE International Symposium on Robotic and Sensors Environments,,relevante,,1,nenhum,,0,CE-R,
RSP,IEEE International Symposium on Rapid System Prototyping,,relevante,,1,nenhum,,0,CE-ESC,
RSS,Robotics: Science and Systems,83,top10,,1,scholar,51,0,CE-R|CE-RV,Robotics: Science and Systems (h5=83)
RTAS,IEEE REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM,25,top10,,1,scholar,28,0,CE-ESC,IEEE Real-Time and Embedded Technology and Applications Symposium (h5=25)
RTCSA,International Conference on Embedded and Real-Time Computing Systems and Applications,13,top20,,1,scholar,13,0,CE-ESC,IEEE International Conference on Embedded and Real-Time Computing Systems and Applications (RTCSA) (h5=13)
RTIS,International Conference on Real Time Intelligent Systems,,relevante,,1,nenhum,6,0,CE-ESC,
RTSS,Real-Time Systems Symposium,23,top10,,1,scholar,20,0,CE-ESC,IEEE International Real-Time Systems Symposium (RTSS) (h5=23)
S&P,IEEE Symposium on Security and Privacy,110,top10,,1,scholar,112,1,CE-RESD|CE-SEG,IEEE Symposium on Security and Privacy (h5=110) || Security and Privacy (h5=29)
SAC,International Conference on Selected Areas in Cryptography,18,relevante,,1,scholar,21,0,CE-BD|CE-ES|CE-IA|CE-IHC|CE-RV|CE-SEG|CE-SI|CE-WEBMEDIA,International Conference on Selected Areas in Cryptography (h5=18)
SACI,IEEE International Symposium on Applied Computational Intelligence and Informatics,17,relevante,,1,scholar,13,0,CE-IA,IEEE International Symposium on Applied Computational Intelligence and Informatics (SACI) (h5=17)
SACMAT,ACM Symposium on Access Control Models and Technologies,16,relevante,,1,scholar,16,0,CE-SEG,ACM Symposium on Access Control Models and Technologies (SACMAT) (h5=16)
SafeComp,"International Conference on Computer Safety, Reliability and Security",20,top10,,1,scholar,20,0,CE-SEG|CE-TF,"International Conference on Computer Safety, Reliability, and Security (h5=20)"
SAMOS,International Conference on Embedded Computer Systems,12,relevante,,1,scholar,11,0,CE-CCI|CE-ESC,International Conference on Embedded Computer Systems (SAMOS) (h5=12)
SANER,"IEEE International Conference on Software Analysis, Evolution and Reengineering",38,top10,,1,scholar,39,0,CE-ES,"International Conference on Software Analysis, Evolution, and Reengineering (SANER) (h5=38)"
SARNOFF,IEEE Sarnoff Symposium,,relevante,,1,nenhum,,0,CE-CCI,
SAS,Static Analysis Symposium,15,top20,,1,scholar,14,0,CE-LP,IEEE Sensors Applications Symposium (SAS) (h5=15)
SAST,Brazilian Symposium on Systematic and Automated Software Testing,,top10,,1,nenhum,6,0,CE-ES|CE-TF,
SAT,International Conference on Theory and Applications of Satisfiability Testing,20,top20,,1,scholar,21,0,GI-L,Theory and Applications of Satisfiability Testing (h5=20)
SBAC-PAD,International Symposium on Computer Architecture and High Performance Computing,14,top10,,1,scholar,12,0,CE-ACPAD|CE-RV|CE-TF,"International Symposium on Computer Architecture and High Performance Computing, SBAC-PAD (h5=14)"
SBAI,Simpósio Brasileiro de Automação Inteligente,4,relevante,,1,scholar,,0,CE-R|CE-RV,Simpósio Brasileiro de Automação Inteligente-SBAI (h5=4)
SBBD,Simpósio Brasileiro de Bancos de Dados,8,top10,,1,scholar,7,1,CE-BD|CE-Geoinformática,Brazilian Symposium on Databases (SBBD) (h5=8) || Simpósio Brasileiro de Banco de Dados (SBBD) (h5=4)
SBCARS,"Brazilian Symposium on Components, Architectures and Reuse Software",,top10,,1,nenhum,7,0,CE-ES,
SBCAS,Simpósio Brasileiro de Computação Aplicada à Saúde,7,top20,,1,scholar,7,0,CE-CAS,Simpósio Brasileiro de Computação Aplicada à Saúde (SBCAS) (h5=7)
SBCCI,Symposium on Integrated Circuits and Systems Design,12,top20,,1,scholar,10,1,CE-CCI|CE-RV,Conference on Design of Circuits and Integrated Systems (h5=12) || Symposium on Integrated Circuits and Systems Design (h5=9) || SBC/SBMicro/IEEE/ACM Symposium on Integrated Circuits and Systems Design (h5=9)
SBCM,Simpósio Brasileiro de Computação Musical,,top10,,1,nenhum,,0,CE-CM|CE-RV,
SBCUP,Simpósio Brasileiro de Computação Ubíqua e Pervasiva,,relevante,,1,nenhum,3,0,CE-WEBMEDIA,
SBES,Brazilian Symposium on Software Engineering,23,top10,,1,scholar,21,0,CE-ES,Brazilian Symposium on Software Engineering (h5=23)
SBESC,Brazilian Symposium on Computing System Engineering,9,top10,,1,scholar,9,0,CE-ACPAD|CE-ESC|CE-TF,Brazilian Symposium on Computing Systems Engineering (h5=9)
SBGames,Brazilian Symposium on Games and Digital Entertainment,10,top10,,1,scholar,10,0,CE-IHC|CE-JOGOS|CE-RV,Simpósio Brasileiro de Jogos e Entretenimento Digital (SBGames) (h5=10)
SBIE,Simpósio Brasileiro de Informática na Educação,16,top10,,1,scholar,15,1,CE-EDUCOMP|CE-IE|CE-IHC|CE-RV,International Conference on Computers in Education (h5=16) || Simpósio Brasileiro de Informática na Educação (SBIE) (h5=15) || International Symposium on Computers in Education (h5=8)
SBLP,Brazilian Symposium on Programming Languages,51,top10,,1,scholar,6,0,CE-LP,Proceedings of the ACM on Programming Languages (h5=51)
SBMF,Simpósio Brasileiro de Métodos Formais,,top10,,1,nenhum,,0,CE-ES|CE-MF,
SBMicro,Symposium on Microelectronics Technology and Devices,4,relevante,,1,scholar,6,0,CE-CCI,Symposium on Microelectronics Technology and Devices (h5=4)
SBPO,Simpósio Brasileiro de Pesquisa Operacional,,relevante,,1,nenhum,,0,CE-ACO|CE-IC,
SBQS,Simpósio Brasileiro de Qualidade de Software,12,top10,,1,scholar,12,0,CE-ES,Brazilian Symposium on Software Quality (h5=12)
SBR,Brazilian Symposium on Robotics,,relevante,,1,nenhum,14,0,CE-GRAPI|CE-RV,
SBR/LARS,Latin American Robotics Symposium,,top20,,1,nenhum,11,0,CE-R,
SBRC,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,8,top20,,1,scholar,8,1,CE-RESD|CE-TF,"Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC) (h5=8) || International Conference on Distributed Systems, Computer Networks and Cybersecurity (h5=2)"
SBrT,Simpósio Brasileiro de Telecomunicações e Processamento de Sinais,12,relevante,,1,scholar,,1,CE-RESD,Journal of Radiosurgery & SBRT (h5=12) || Journal of radiosurgery and SBRT (h5=11)
SBSC,SBSC - Simpósio Brasileiro de Sistemas Colaborativos,,top10,,1,nenhum,,0,CE-SC,
SBSeg,Simpósio Brasileiro em Segurança da Informação e de Sistemas Computacionais,6,top20,,1,scholar,4,0,CE-SEG|CE-TF,Simpósio Brasileiro em Segurança da Informação e de Sistemas Computacionais (h5=6)
SBSI,Simpósio Brasileiro de Sistemas de Informação,13,top10,,1,scholar,11,1,CE-ES|CE-IA|CE-IHC|CE-SI,Simpósio Brasileiro de Sistemas de Informação (h5=13) || Simpósio Brasileiro de Sistemas de Informação (SBSI) (h5=6)
SBSR,Simpósio Brasileiro de Sensoriamento Remoto,,top20,,1,nenhum,7,0,CE-Geoinformática,
SBTI,Simpósio Brasileiro de Tecnologia da Informação,8,relevante,,1,scholar,3,0,CE-SI,Simpósio Brasileiro de Tecnologia da Informação e da Linguagem Humana (STIL) (h5=8)
SC,"International Conference for High Performance Computing, Networking, Storage and Analysis",50,top10,,1,scholar,50,0,CE-ACPAD,"International Conference for High Performance Computing, Networking, Storage and Analysis (h5=50)"
SCA,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,,top20,,1,nenhum,19,0,CE-GRAPI|CE-RV,
SCAM,IEEE International Working Conference on Source Code Analysis and Manipulation,16,top20,,1,scholar,15,0,CE-ES|CE-LP,IEEE International Working Conference on Source Code Analysis and Manipulation (h5=16)
SciVis,IEEE Scientific Visualization,23,relevante,,1,scholar,,1,CE-RV,IEEE Visualization Conference (h5=23) || Scientific Visualization (h5=11)
SCOPES,Software and Compilers for Embedded Systems,,relevante,,1,nenhum,11,0,CE-LP,
SCS,Symposium on Combinatorial Search,20,relevante,,1,scholar,21,0,CE-IA,Symposium on Combinatorial Search (h5=20)
SDM,SIAM International Conference on Data Mining,49,top20,,1,scholar,36,1,CE-BD|CE-IC,IEEE International Conference on Data Mining (h5=49) || SIAM International Conference on Data Mining (SDM) (h5=36)
SDSS,Spatial Data Science Symposium,,top10,,1,nenhum,2,0,CE-Geoinformática,
SEA,International Symposium on Experimental Algorithms,11,top20,,1,scholar,9,0,CE-ACO,International Symposium on Experimental Algorithms (h5=11)
SEAA,Euromicro Conference on Software Engineering and Advanced Applications,23,relevante,,1,scholar,23,0,CE-ES,Euromicro Conference on Software Engineering and Advanced Applications (h5=23)
SEAMS,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,21,relevante,,1,scholar,21,0,CE-ES,International Symposium on Software Engineering for Adaptive and Self-Managing Systems (h5=21)
SEC,IFIP TC 11 International Conference on ICT Systems Security and Privacy Protection (IFIP SEC),15,relevante,,1,scholar,18,0,CE-SEG,IFIP TC 11 International Conference on ICT Systems Security and Privacy Protection (h5=15)
SeCoGIS,Workshop on Semantic and Conceptual Issues in Geographic Information Systems,,top20,,1,nenhum,24,0,CE-Geoinformática,
SECON,"IEEE International Conference on Sensing, Communication and Networking",23,relevante,,1,scholar,26,0,CE-RESD,"IEEE Communications Society Conference on Sensor, Mesh and Ad Hoc Communications and Networks (SECON) (h5=23)"
SECRYPT,International Conference on Security and Cryptography,50,relevante,,1,scholar,11,1,CE-SEG,International Conference on Financial Cryptography and Data Security (h5=50) || Applied Cryptography and Network Security (h5=28) || International Conference on Security and Cryptography (SECRYPT) (h5=13)
SEFM,Software Engineering and Formal Methods,15,top10,,1,scholar,14,0,CE-MF,Software Engineering and Formal Methods (h5=15)
SeGAH,IEEE International Conference on Serious Games and Applications for Health,18,top10,,1,scholar,16,0,CE-JOGOS,International Conference on Serious Games and Applications for Health (SeGAH) (h5=18)
SEH,International Workshop on Software Engineering in Healthcare,,relevante,,1,nenhum,5,0,CE-ES,
SEKE,International Conference on Software Engineering and Knowledge Engineering,18,relevante,,1,scholar,14,1,CE-BD|CE-ES,International Journal of Software Engineering and Knowledge Engineering (h5=18) || International Conference on Software Engineering and Knowledge Engineering (SEKE) (h5=14)
SEMEVAL,International Workshop on Semantic Evaluation,40,top20,,1,scholar,41,0,CE-PLN,International Workshop on Semantic Evaluation (h5=40)
SEMISH,Seminário Integrado de Software e Hardware,5,relevante,,1,scholar,4,0,CE-IHC,Seminário Integrado de Software e Hardware (SEMISH) (h5=5)
SENSORNETS,International Conference on Sensor Networks,39,relevante,,1,scholar,9,1,CE-CCI,ACM Transactions on Sensor Networks (h5=39) || International Journal of Sensor Networks (h5=15)
SenSys,ACM Conference on Embedded Network Sensor Systems,,top20,,1,nenhum,36,0,CE-RESD,
SER&IP,IEEE/ACM International Workshop on Software Engineering Research and Industrial Practice,,relevante,,1,nenhum,7,0,CE-ES,
SESoS,International Workshop on Software Engineering for Systems-of-Systems,,relevante,,1,nenhum,5,0,CE-ES|CE-SI,
Sforum,Microelectronics Student Forum,,relevante,,1,nenhum,1,0,CE-CCI,
SIBGRAPI,"SIBGRAPI Conference on Graphics, Patterns and Images",22,top10,,1,scholar,23,0,CE-GRAPI|CE-RV,"SIBGRAPI Conference on Graphics, Patterns and Images (h5=22)"
SIES,International Symposium on Industrial Embedded Systems,,relevante,,1,nenhum,12,0,CE-ESC,
SIGCOMM,ACM SIGCOMM Conference,64,top10,,1,scholar,57,0,CE-RESD,ACM SIGCOMM Conference (h5=64)
SIGCSE,ACM Technical Symposium on Computer Science Education,47,top10,,1,scholar,47,0,CE-EDUCOMP|CE-IE|CE-RV,Technical Symposium on Computer Science Education (h5=47)
SIGDIAL,Annual Meeting of the Special Interest Group on Discourse and Dialogue,26,relevante,,1,scholar,31,0,CE-PLN,Annual Meeting of the Special Interest Group on Discourse and Dialogue (SIGDIAL) (h5=26)
SIGDOC,ACM International Conference on Design of Communication,12,relevante,,1,scholar,11,0,CE-IHC,ACM International Conference on Design of Communication (h5=12)
SIGGRAPH,Proceedings of the ACM on Computer Graphics and Interactive Techniques,23,top10,,1,scholar,19,0,CE-GRAPI|CE-IHC,Proceedings of the ACM on Computer Graphics and Interactive Techniques (h5=23)
SIGGRAPH Asia,Proceedings of the ACM on Computer Graphics and Interactive Techniques - Asia,,top10,,1,nenhum,25,0,CE-GRAPI,
SIGIR,International ACM SIGIR Conference on Research and Development in Information Retrieval,123,relevante,,1,scholar,103,0,CE-BD|CE-PLN,ACM SIGIR Conference on Research and Development in Information Retrieval (h5=123)
SIGKDD,ACM International Conference on Knowledge Discovery and Data Mining,124,relevante,,1,scholar,124,1,CE-ACPAD|CE-IA,ACM SIGKDD Conference on Knowledge Discovery and Data Mining (h5=124) || Data Mining and Knowledge Discovery (h5=51)
SIGMETRICS,International Conference on Measurement and Modeling of Computer Systems,41,relevante,,1,scholar,40,0,CE-RESD,ACM SIGMETRICS Performance Evaluation Review (h5=41)
SIGMOD,ACM International Conference on Management of Data,74,top10,,1,scholar,73,1,CE-BD,ACM SIGMOD International Conference on Management of Data (h5=74) || Proceedings of the ACM on Management of Data (h5=31)
SIGSPATIAL,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,26,top10,,1,scholar,27,0,CE-BD|CE-Geoinformática,International Conference on Advances in Geographic Information Systems (h5=26)
SII,IEEE/SICE International Symposium on System Integration,19,relevante,,1,scholar,13,0,CE-R,IEEE/SICE International Symposium on System Integration (h5=19)
SIMBig,Annual International Symposium on Information Management and Big Data,6,relevante,,1,scholar,8,0,CE-BD,International Conference on Big Data Economy and Information Management (h5=6)
SIMPAR,"IEEE International Conference on Simulation, Modeling, and Programming for Autonomous Robots",,relevante,,1,nenhum,,0,CE-R,
SIPAIM,International Symposium on Medical Information Processing and Analysis,13,relevante,,1,scholar,11,0,CE-GRAPI,International Symposium on Medical Information Processing and Analysis (h5=13)
SISAP,International Conference on Similarity Search and Applications,12,relevante,,1,scholar,11,0,CE-BD,Similarity Search and Applications (h5=12)
SLE,ACM SIGPLAN International Conference on Software Language Engineering,12,top20,,1,scholar,12,0,CE-ES|CE-LP,Software Language Engineering (h5=12)
SmartGridComm,IEEE International Conference on Smart Grid Communications,21,relevante,,1,scholar,25,1,CE-RESD,IEEE International Conference on Smart Grid Communications (SmartGridComm) (h5=21) || International Conference on Wireless Communications and Smart Grid (h5=10)
SMC,Sound and Music Computing Conference,36,top10,,1,scholar,,0,CE-CM|CE-ESC|CE-GRAPI|CE-IA|CE-IC|CE-RV|CE-SI,"IEEE International Conference on Systems, Man and Cybernetics (h5=36)"
SNAA,Workshop on Social Network Analysis in Applications,,relevante,,1,nenhum,,0,CE-BD,
SOCC,IEEE International System-on-Chip Conference,39,relevante,,1,scholar,11,1,CE-ACPAD|CE-BD|CE-CCI|CE-SI,ACM Symposium on Cloud Computing (h5=39) || IEEE International Conference on Cloud Computing (CLOUD) (h5=24)
SoCG,International Symposium on Computational Geometry,22,top20,,1,scholar,22,1,CE-ACO,Symposium on Computational Geometry (h5=22) || Computational Geometry (h5=17)
SocialCom,International Conference on Social Computing,17,relevante,,1,scholar,8,1,CE-IA|CE-SI,Journal of Social Computing (h5=17) || International Conference on Behavioural and Social Computing (h5=13)
SOCINFO,International Conference on Social Informatics,27,relevante,,1,scholar,8,1,CE-SI,Informatics for Health and Social Care (h5=27) || Multidisciplinary International Social Networks Conference on Social Informatics (h5=6)
SODA,ACM-SIAM Symposium on Discrete Algorithms,50,top10,,1,scholar,55,0,CE-ACO,ACM SIAM Symposium on Discrete Algorithms (h5=50)
SOFSEM,International Conference on Current Trends in Theory and Practice of Computer Science,14,top10,,1,scholar,9,0,CE-ACO|CE-BD|GI-L,SOFSEM (Student Research Forum Papers/Posters) (h5=14)
SoftCOM,"International Conference on Software, Telecommunications and Computer Networks",15,relevante,,1,scholar,17,0,CE-RESD,"International Conference on Software, Telecommunications and Computer Networks (h5=15)"
SOSA,SIAM Symposium on Simplicity in Algorithms,15,relevante,,1,scholar,,0,CE-ACO,Symposium on Simplicity in Algorithms (h5=15)
SoSE,IEEE International Conference on Systems of Systems Engineering,16,top10,,1,scholar,18,1,CE-SI,IEEE International Conference on System of Systems Engineering (h5=16) || Annual System of Systems Engineering Conference (h5=11)
SOSP,ACM Symposium on Operating Systems Principles,43,relevante,,1,scholar,,0,CE-RESD,Symposium on Operating Systems Principles (h5=43)
SOSR,Symposium on Software Defined Networking Research,,relevante,,1,nenhum,,0,CE-RESD,
SOUPS,Symposium On Usable Privacy and Security,35,top20,,1,scholar,38,0,CE-SEG,Symposium On Usable Privacy and Security (h5=35)
SoWeMi,International Workshop on Mining the Social Web,,relevante,,1,nenhum,3,0,CE-SI,
SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,21,top20,,1,scholar,22,0,CE-ACPAD|CE-RESD,ACM Symposium on Parallelism in Algorithms and Architectures (SPAA) (h5=21)
